Batch_ID,Avg_Pour_Temp,Cooling_Rate_Zone3,Gas_Pretreatment_Level,Alloy_Composition,Mould_Sand_Humidity,Casting_Thickness,Defect_Type
CAST_B1246,723.82,0.87,1.0,Al-Zn10,5.73,,Gas Porosity
CAST_B1247,728.68,0.9,2.0,Al-Si7Mg,5.62,28.7,Gas Porosity
,741.91,3.07,2.0,Al-Zn10,5.01,15.0,Hot Tear
CAST_B1249,730.24,1.0,5.0,Al-Zn10,4.1,,No Defect
CAST_B1250,731.19,0.95,5.0,Al-Si7Mg,4.24,25.9,No Defect
CAST_B1251,729.93,0.91,4.0,Al-Si7Mg,2.8,14.9,No Defect
CAST_B1252,731.95,0.96,3.0,Al-Cu4,3.58,26.2,No Defect
CAST_B1253,741.9,1.36,5.0,Al-Zn10,3.74,20.1,Hot Tear
CAST_B1254,728.55,1.08,3.0,Al-Zn10,4.39,17.5,No Defect
CAST_B1255,729.46,0.92,5.0,Al-Zn10,3.63,23.9,No Defect
,729.1,1.05,5.0,Al-Cu4,3.05,,No Defect
CAST_B1257,729.57,0.99,4.0,Al-Cu4,2.92,19.0,No Defect
CAST_B1258,727.94,0.99,3.0,Al-Zn10,3.09,17.3,No Defect
CAST_B1259,731.86,1.04,5.0,Al-Si7Mg,3.84,5.8,No Defect
CAST_B1260,728.76,0.96,3.0,Al-Si7Mg,3.56,23.6,No Defect
CAST_B1261,,2.2,3.0,Al-Cu4,2.84,14.9,Hot Tear
CAST_B1262,723.16,1.06,2.0,Al-Si7Mg,8.62,18.2,Gas Porosity
CAST_B1263,745.93,2.48,4.0,Al-Si7Mg,3.46,20.0,Hot Tear
CAST_B1264,729.19,1.02,5.0,Al-Zn10,2.19,21.9,No Defect
CAST_B1265,729.89,0.97,5.0,Al-Cu4,4.11,13.6,No Defect
CAST_B1266,731.33,1.04,3.0,Al-Si7Mg,3.39,22.1,No Defect
CAST_B1267,730.16,1.0,4.0,Al-Zn10,2.69,22.0,No Defect
CAST_B1268,730.23,1.08,4.0,Al-Cu4,3.67,21.7,No Defect
CAST_B1269,729.6,1.02,5.0,Al-Zn10,3.2,15.8,No Defect
CAST_B1270,740.21,1.32,4.0,Al-Zn10,3.2,23.1,Shrinkage Porosity
CAST_B1271,729.94,0.99,4.0,Al-Zn10,4.04,11.3,No Defect
CAST_B1272,729.71,0.99,4.0,Al-Si7Mg,3.62,19.6,No Defect
,728.2,0.92,5.0,Al-Si7Mg,3.44,31.4,No Defect
CAST_B1274,728.29,1.0,3.0,Al-Zn10,2.68,21.3,No Defect
CAST_B1275,729.66,0.95,3.0,Al-Si7Mg,3.3,27.1,No Defect
CAST_B1276,728.65,1.0,4.0,Al-Zn10,2.98,10.3,No Defect
,723.18,1.4,2.0,Al-Cu4,5.9,16.2,Gas Porosity
CAST_B1278,742.55,2.01,4.0,Al-Si7Mg,2.54,14.2,Hot Tear
CAST_B1279,730.28,0.96,5.0,Al-Si7Mg,3.62,23.8,No Defect
CAST_B1280,,1.76,1.0,Al-Cu4,3.62,21.2,Shrinkage Porosity
CAST_B1281,731.34,1.0,3.0,Al-Zn10,3.53,17.3,No Defect
CAST_B1282,730.96,1.05,4.0,Al-Si7Mg,4.54,22.4,No Defect
CAST_B1283,739.53,1.53,3.0,Al-Cu4,4.54,27.7,Shrinkage Porosity
CAST_B1284,730.62,0.92,4.0,Al-Si7Mg,3.41,,No Defect
CAST_B1285,738.62,2.22,4.0,Al-Zn10,3.41,33.0,Shrinkage Porosity
CAST_B1286,718.95,0.87,1.0,Al-Zn10,5.76,21.0,Gas Porosity
,730.68,1.09,4.0,Al-Cu4,3.05,19.3,No Defect
CAST_B1288,729.36,0.95,4.0,Al-Si7Mg,3.84,10.6,No Defect
,729.18,1.05,5.0,Al-Zn10,3.79,18.7,No Defect
CAST_B1290,,1.08,4.0,Al-Zn10,3.43,20.8,No Defect
CAST_B1291,728.8,1.09,3.0,Al-Cu4,2.63,,No Defect
CAST_B1292,738.62,1.21,5.0,Al-Zn10,2.63,32.1,Shrinkage Porosity
,730.32,0.97,5.0,Al-Cu4,2.67,11.6,No Defect
CAST_B1294,728.16,1.0,3.0,Al-Si7Mg,3.44,20.2,No Defect
CAST_B1295,730.71,0.93,5.0,Al-Zn10,3.85,18.6,No Defect
CAST_B1296,,0.91,4.0,Al-Zn10,2.89,25.8,No Defect
,730.09,1.0,4.0,Al-Si7Mg,3.05,14.5,No Defect
CAST_B1298,729.75,0.93,4.0,Al-Si7Mg,2.23,18.2,No Defect
CAST_B1299,744.36,1.33,4.0,Al-Cu4,2.23,26.5,Shrinkage Porosity
CAST_B1300,,0.99,4.0,Al-Cu4,3.3,23.4,No Defect
CAST_B1301,728.87,1.0,4.0,Al-Cu4,3.06,17.0,No Defect
CAST_B1302,750.9,2.08,2.0,Al-Zn10,2.98,19.3,Hot Tear
CAST_B1303,730.09,0.91,4.0,Al-Zn10,3.52,16.3,No Defect
CAST_B1304,729.38,1.02,3.0,Al-Cu4,3.27,22.2,No Defect
CAST_B1305,730.79,0.94,5.0,Al-Zn10,4.2,18.4,No Defect
CAST_B1306,729.42,1.0,3.0,Al-Si7Mg,2.42,22.2,No Defect
CAST_B1307,731.54,0.95,4.0,Al-Cu4,3.91,20.3,No Defect
CAST_B1308,732.15,0.94,4.0,Al-Zn10,2.56,16.5,No Defect
CAST_B1309,718.81,0.96,2.0,Al-Cu4,5.52,17.3,Gas Porosity
CAST_B1310,731.44,0.97,4.0,Al-Cu4,3.89,23.7,No Defect
CAST_B1311,730.16,0.99,5.0,Al-Zn10,3.88,27.8,No Defect
CAST_B1312,730.2,1.02,5.0,Al-Zn10,2.66,11.5,No Defect
CAST_B1313,729.55,1.03,5.0,Al-Si7Mg,3.31,12.0,No Defect
CAST_B1314,729.25,0.97,3.0,Al-Cu4,3.46,20.1,No Defect
CAST_B1315,731.49,0.9,5.0,Al-Zn10,3.63,14.6,No Defect
CAST_B1316,,1.0,5.0,Al-Cu4,3.09,21.8,No Defect
CAST_B1317,744.35,1.66,2.0,Al-Cu4,3.09,23.2,Shrinkage Porosity
CAST_B1318,730.29,1.02,4.0,Al-Si7Mg,2.87,19.4,No Defect
CAST_B1319,728.93,0.99,3.0,Al-Cu4,3.95,17.2,No Defect
CAST_B1320,730.33,1.05,5.0,Al-Si7Mg,4.02,23.8,No Defect
CAST_B1321,,1.05,3.0,Al-Cu4,3.74,16.8,No Defect
CAST_B1322,725.27,0.99,1.0,Al-Cu4,5.19,21.1,Gas Porosity
CAST_B1323,730.78,0.95,5.0,Al-Cu4,4.37,18.9,No Defect
,731.59,0.92,5.0,Al-Zn10,4.04,25.7,No Defect
CAST_B1325,740.71,1.97,4.0,Al-Zn10,4.04,26.8,Shrinkage Porosity
CAST_B1326,729.73,0.98,4.0,Al-Zn10,3.32,23.6,No Defect
CAST_B1327,744.49,1.85,4.0,Al-Cu4,2.75,11.3,Hot Tear
CAST_B1328,730.84,1.0,5.0,Al-Cu4,4.3,22.2,No Defect
CAST_B1329,729.83,0.99,3.0,Al-Zn10,2.4,26.1,No Defect
CAST_B1330,731.26,1.0,5.0,Al-Cu4,3.53,25.5,No Defect
CAST_B1331,730.18,1.01,4.0,Al-Zn10,3.74,20.0,No Defect
CAST_B1332,732.05,1.1,4.0,Al-Cu4,3.99,20.9,No Defect
CAST_B1333,,2.98,4.0,Al-Zn10,3.23,11.4,Hot Tear
CAST_B1334,743.99,2.37,3.0,Al-Zn10,3.23,,Shrinkage Porosity
CAST_B1335,728.87,0.99,3.0,Al-Cu4,4.29,18.4,No Defect
CAST_B1336,740.93,1.67,2.0,Al-Cu4,4.29,29.1,Shrinkage Porosity
CAST_B1337,734.65,1.66,1.0,Al-Zn10,4.29,33.4,Shrinkage Porosity
CAST_B1338,720.19,0.73,2.0,Al-Cu4,6.04,24.0,Gas Porosity
CAST_B1339,730.08,0.98,4.0,Al-Cu4,3.26,18.6,No Defect
CAST_B1340,745.75,2.38,2.0,Al-Si7Mg,1.68,16.3,Hot Tear
CAST_B1341,730.35,1.04,5.0,Al-Cu4,3.26,25.8,No Defect
CAST_B1342,729.61,1.03,5.0,Al-Si7Mg,3.6,18.3,No Defect
CAST_B1343,730.63,0.96,3.0,Al-Zn10,3.2,20.6,No Defect
CAST_B1344,718.85,0.86,1.0,Al-Zn10,6.98,20.5,Gas Porosity
CAST_B1345,730.02,1.01,3.0,Al-Si7Mg,2.85,20.3,No Defect
CAST_B1346,,0.94,1.0,Al-Zn10,7.82,18.3,Gas Porosity
CAST_B1347,730.18,1.02,5.0,Al-Zn10,3.53,,No Defect
CAST_B1348,729.15,1.04,3.0,Al-Si7Mg,2.95,21.7,No Defect
CAST_B1349,729.33,0.67,1.0,Al-Zn10,10.03,18.3,Gas Porosity
CAST_B1350,729.13,0.98,3.0,Al-Cu4,4.24,,No Defect
,,1.0,5.0,Al-Zn10,4.44,19.3,No Defect
CAST_B1352,730.78,0.92,3.0,Al-Zn10,3.07,16.7,No Defect
CAST_B1353,730.88,0.95,3.0,Al-Cu4,3.83,11.5,No Defect
CAST_B1354,740.55,1.9,1.0,Al-Cu4,3.83,29.5,Shrinkage Porosity
CAST_B1355,731.06,0.94,4.0,Al-Si7Mg,3.08,18.4,No Defect
CAST_B1356,730.87,0.96,5.0,Al-Zn10,3.43,19.1,No Defect
CAST_B1357,730.53,0.95,3.0,Al-Zn10,3.12,25.6,No Defect
CAST_B1358,744.46,1.66,5.0,Al-Zn10,3.12,27.9,Shrinkage Porosity
CAST_B1359,730.43,0.96,3.0,Al-Si7Mg,3.53,25.0,No Defect
CAST_B1360,,1.06,3.0,Al-Si7Mg,4.33,26.6,No Defect
,729.43,0.98,4.0,Al-Cu4,3.76,22.7,No Defect
,735.55,0.85,2.0,Al-Zn10,6.07,19.2,Gas Porosity
CAST_B1363,720.38,0.86,1.0,Al-Cu4,7.17,18.6,Gas Porosity
,729.82,1.1,5.0,Al-Zn10,3.02,15.0,No Defect
CAST_B1365,730.64,1.04,,Al-Si7Mg,4.5,17.9,No Defect
CAST_B1366,730.58,0.94,3.0,Al-Zn10,3.73,14.7,No Defect
CAST_B1367,731.63,1.01,3.0,Al-Cu4,2.73,21.6,No Defect
CAST_B1368,727.0,0.94,2.0,Al-Cu4,7.59,21.4,Gas Porosity
CAST_B1369,722.4,0.92,1.0,Al-Si7Mg,8.99,20.6,Gas Porosity
CAST_B1370,747.75,2.23,2.0,Al-Si7Mg,2.78,18.4,Hot Tear
CAST_B1371,734.17,1.85,3.0,Al-Cu4,2.78,28.6,Shrinkage Porosity
CAST_B1372,740.0,1.71,3.0,Al-Si7Mg,2.78,29.2,Shrinkage Porosity
CAST_B1373,,0.99,4.0,Al-Cu4,3.85,22.7,No Defect
CAST_B1374,732.95,1.29,5.0,Al-Si7Mg,3.85,27.7,Shrinkage Porosity
CAST_B1375,728.62,1.01,5.0,Al-Si7Mg,4.35,19.1,No Defect
CAST_B1376,729.93,1.05,5.0,Al-Cu4,3.91,,No Defect
CAST_B1377,728.9,0.99,3.0,Al-Zn10,4.72,23.9,No Defect
CAST_B1378,739.41,1.52,3.0,Al-Zn10,4.72,28.9,Shrinkage Porosity
CAST_B1379,729.22,0.99,3.0,Al-Cu4,2.94,17.6,No Defect
CAST_B1380,741.41,1.77,2.0,Al-Zn10,2.94,25.3,Shrinkage Porosity
,742.27,1.81,5.0,Al-Si7Mg,2.94,32.8,Shrinkage Porosity
CAST_B1382,729.52,1.08,4.0,Al-Zn10,3.24,27.2,No Defect
CAST_B1383,730.06,1.0,3.0,Al-Si7Mg,4.07,18.0,No Defect
CAST_B1384,739.11,1.89,3.0,Al-Si7Mg,4.07,24.3,Shrinkage Porosity
CAST_B1385,738.16,1.76,3.0,Al-Zn10,4.07,23.5,Shrinkage Porosity
CAST_B1386,731.24,0.95,5.0,Al-Zn10,4.3,17.2,No Defect
CAST_B1387,729.64,1.05,4.0,Al-Si7Mg,3.25,12.8,No Defect
CAST_B1388,728.85,1.06,4.0,Al-Zn10,2.47,27.7,No Defect
CAST_B1389,729.45,1.02,3.0,Al-Si7Mg,2.99,33.3,No Defect
CAST_B1390,730.17,1.02,4.0,Al-Cu4,3.56,22.1,No Defect
CAST_B1391,738.41,1.49,5.0,Al-Zn10,3.56,25.4,Shrinkage Porosity
CAST_B1392,,0.98,3.0,Al-Cu4,3.7,26.9,No Defect
CAST_B1393,730.83,1.01,3.0,Al-Cu4,3.25,15.8,No Defect
CAST_B1394,731.07,1.0,5.0,Al-Zn10,3.75,22.7,No Defect
CAST_B1395,729.54,0.99,2.0,Al-Si7Mg,6.57,18.3,Gas Porosity
CAST_B1396,730.81,0.76,1.0,Al-Cu4,6.04,18.9,Gas Porosity
CAST_B1397,726.98,0.95,5.0,Al-Si7Mg,3.79,18.9,No Defect
CAST_B1398,,0.97,5.0,Al-Zn10,2.99,20.0,No Defect
CAST_B1399,729.69,1.02,4.0,Al-Zn10,3.44,29.7,No Defect
CAST_B1400,739.02,1.63,3.0,Al-Cu4,3.44,26.5,Shrinkage Porosity
CAST_B1401,741.99,1.94,1.0,Al-Si7Mg,3.44,30.6,Shrinkage Porosity
CAST_B1402,723.92,0.87,1.0,Al-Si7Mg,6.42,21.8,Gas Porosity
CAST_B1403,730.53,0.93,4.0,Al-Zn10,3.34,15.2,No Defect
CAST_B1404,731.45,0.98,5.0,Al-Si7Mg,2.25,20.1,No Defect
CAST_B1405,730.53,0.98,5.0,Al-Zn10,3.57,18.5,No Defect
CAST_B1406,735.96,2.99,2.0,Al-Zn10,4.55,17.5,Hot Tear
CAST_B1407,,1.04,5.0,Al-Zn10,3.82,20.6,No Defect
CAST_B1408,730.79,1.09,4.0,Al-Si7Mg,3.97,22.9,No Defect
CAST_B1409,728.2,0.99,4.0,Al-Si7Mg,3.76,26.4,No Defect
CAST_B1410,724.79,1.11,1.0,Al-Zn10,6.38,24.3,Gas Porosity
CAST_B1411,741.72,2.2,2.0,Al-Zn10,6.38,26.5,Shrinkage Porosity
CAST_B1412,727.89,1.04,5.0,Al-Cu4,3.01,28.8,No Defect
CAST_B1413,730.71,0.99,3.0,Al-Zn10,4.16,19.5,No Defect
CAST_B1414,741.85,1.98,3.0,Al-Cu4,4.16,29.2,Shrinkage Porosity
CAST_B1415,730.23,0.97,3.0,Al-Cu4,2.79,20.3,No Defect
CAST_B1416,729.94,0.93,3.0,Al-Cu4,2.95,19.3,No Defect
,729.16,1.02,5.0,Al-Cu4,3.74,13.2,No Defect
CAST_B1418,729.54,1.04,3.0,Al-Cu4,4.06,21.2,No Defect
CAST_B1419,730.01,1.03,5.0,Al-Si7Mg,3.35,19.7,No Defect
CAST_B1420,728.99,1.08,5.0,Al-Cu4,3.31,22.9,No Defect
CAST_B1421,740.99,1.68,1.0,Al-Si7Mg,3.31,28.5,Shrinkage Porosity
CAST_B1422,730.93,1.03,3.0,Al-Si7Mg,4.03,16.2,No Defect
,745.28,2.34,2.0,Al-Cu4,2.26,15.7,Hot Tear
CAST_B1424,726.38,1.02,2.0,Al-Si7Mg,7.5,,Gas Porosity
CAST_B1425,729.44,0.98,4.0,Al-Zn10,2.97,28.9,No Defect
CAST_B1426,743.49,2.31,1.0,Al-Cu4,2.97,28.9,Shrinkage Porosity
CAST_B1427,722.75,1.21,1.0,Al-Cu4,6.89,20.0,Gas Porosity
CAST_B1428,731.22,1.0,4.0,Al-Zn10,3.41,,No Defect
CAST_B1429,728.81,1.02,5.0,Al-Si7Mg,3.57,20.6,No Defect
CAST_B1430,731.27,1.02,3.0,Al-Cu4,4.02,9.4,No Defect
CAST_B1431,,1.03,4.0,Al-Cu4,4.0,21.4,No Defect
CAST_B1432,741.91,2.26,1.0,Al-Si7Mg,4.0,27.8,Shrinkage Porosity
,738.99,2.27,2.0,Al-Zn10,4.0,31.1,Shrinkage Porosity
CAST_B1434,727.77,0.97,5.0,Al-Zn10,4.45,22.0,No Defect
CAST_B1435,730.42,0.87,3.0,Al-Si7Mg,4.02,22.2,No Defect
CAST_B1436,,1.04,4.0,Al-Zn10,3.91,24.3,No Defect
CAST_B1437,729.3,0.94,4.0,Al-Zn10,3.92,20.7,No Defect
CAST_B1438,732.76,0.95,3.0,Al-Si7Mg,3.66,20.2,No Defect
CAST_B1439,739.76,1.94,2.0,Al-Zn10,3.66,27.3,Shrinkage Porosity
CAST_B1440,736.0,2.79,5.0,Al-Cu4,2.61,12.6,Hot Tear
CAST_B1441,732.47,3.14,1.0,Al-Cu4,3.87,13.2,Hot Tear
CAST_B1442,730.39,0.9,4.0,Al-Zn10,3.22,19.9,No Defect
,729.88,0.96,5.0,Al-Cu4,3.76,,No Defect
CAST_B1444,728.89,1.23,1.0,Al-Zn10,5.72,17.4,Gas Porosity
CAST_B1445,,0.88,5.0,Al-Zn10,4.22,16.5,No Defect
CAST_B1446,730.63,1.07,5.0,Al-Zn10,3.39,21.9,No Defect
CAST_B1447,730.13,1.0,5.0,Al-Si7Mg,3.56,11.8,No Defect
CAST_B1448,747.77,2.74,4.0,Al-Cu4,4.01,18.9,Hot Tear
CAST_B1449,729.53,0.94,5.0,Al-Cu4,3.7,30.4,No Defect
CAST_B1450,724.21,0.95,1.0,Al-Si7Mg,8.37,19.4,Gas Porosity
CAST_B1451,730.79,1.15,2.0,Al-Zn10,8.9,27.0,Gas Porosity
CAST_B1452,735.29,2.25,4.0,Al-Zn10,8.9,30.6,Shrinkage Porosity
CAST_B1453,729.38,1.0,3.0,Al-Si7Mg,3.68,28.9,No Defect
CAST_B1454,728.9,1.02,5.0,Al-Si7Mg,3.67,20.3,No Defect
CAST_B1455,730.04,1.05,5.0,Al-Si7Mg,3.48,13.8,No Defect
CAST_B1456,731.84,1.06,3.0,Al-Cu4,3.77,15.8,No Defect
CAST_B1457,727.92,0.77,2.0,Al-Cu4,4.65,14.4,Gas Porosity
CAST_B1458,731.04,0.98,5.0,Al-Si7Mg,3.04,25.3,No Defect
CAST_B1459,729.44,0.98,4.0,Al-Zn10,3.44,13.9,No Defect
CAST_B1460,743.44,2.27,3.0,Al-Zn10,3.95,,Hot Tear
CAST_B1461,730.01,0.97,3.0,Al-Zn10,4.02,30.9,No Defect
CAST_B1462,,1.99,3.0,Al-Zn10,4.02,25.7,Shrinkage Porosity
CAST_B1463,729.72,0.95,5.0,Al-Zn10,2.89,10.0,No Defect
CAST_B1464,730.56,0.94,5.0,Al-Si7Mg,3.25,20.1,No Defect
CAST_B1465,731.24,0.95,4.0,Al-Si7Mg,2.95,23.1,No Defect
CAST_B1466,730.38,1.02,5.0,Al-Cu4,2.82,,No Defect
CAST_B1467,728.98,1.02,3.0,Al-Zn10,3.77,18.1,No Defect
CAST_B1468,744.2,2.05,5.0,Al-Zn10,3.77,34.3,Shrinkage Porosity
CAST_B1469,730.62,0.99,5.0,Al-Cu4,4.05,23.0,No Defect
,731.76,1.0,3.0,Al-Si7Mg,3.09,,No Defect
,730.84,0.95,3.0,Al-Si7Mg,3.22,18.1,No Defect
CAST_B1472,730.65,0.97,5.0,Al-Cu4,3.03,,No Defect
CAST_B1473,729.22,1.03,3.0,Al-Cu4,3.86,19.2,No Defect
CAST_B1474,729.63,0.98,4.0,Al-Si7Mg,4.28,19.3,No Defect
CAST_B1475,728.0,1.0,5.0,Al-Si7Mg,3.03,21.2,No Defect
CAST_B1476,729.92,1.06,4.0,Al-Si7Mg,3.14,27.5,No Defect
CAST_B1477,721.52,0.86,2.0,Al-Zn10,6.9,21.1,Gas Porosity
CAST_B1478,729.91,0.96,4.0,Al-Si7Mg,3.76,21.1,No Defect
CAST_B1479,729.32,1.02,4.0,Al-Si7Mg,4.05,22.9,No Defect
CAST_B1480,729.9,1.1,5.0,Al-Zn10,3.17,17.3,No Defect
CAST_B1481,,0.91,4.0,Al-Zn10,3.52,28.9,No Defect
CAST_B1482,745.46,2.08,2.0,Al-Si7Mg,2.88,13.1,Hot Tear
CAST_B1483,729.69,1.03,3.0,Al-Zn10,3.56,20.9,No Defect
CAST_B1484,732.24,0.9,3.0,Al-Cu4,2.87,23.8,No Defect
CAST_B1485,730.79,0.93,4.0,Al-Cu4,4.04,14.7,No Defect
CAST_B1486,,0.98,4.0,Al-Cu4,3.81,18.1,No Defect
CAST_B1487,737.41,2.05,2.0,Al-Zn10,3.81,35.6,Shrinkage Porosity
,,0.96,5.0,Al-Si7Mg,4.36,14.2,No Defect
CAST_B1489,730.68,0.96,5.0,Al-Si7Mg,3.57,,No Defect
CAST_B1490,729.99,1.03,5.0,Al-Cu4,4.21,11.2,No Defect
CAST_B1491,729.28,0.92,4.0,Al-Zn10,3.2,,No Defect
CAST_B1492,,0.99,5.0,Al-Cu4,3.18,19.2,No Defect
CAST_B1493,722.33,1.26,1.0,Al-Cu4,6.81,12.3,Gas Porosity
CAST_B1494,722.62,1.32,2.0,Al-Zn10,7.15,12.7,Gas Porosity
,,0.94,3.0,Al-Zn10,3.54,20.9,No Defect
CAST_B1496,730.18,1.05,3.0,Al-Zn10,3.52,15.5,No Defect
CAST_B1497,741.8,2.24,2.0,Al-Zn10,3.52,30.5,Shrinkage Porosity
CAST_B1498,731.06,0.87,2.0,Al-Cu4,5.15,18.9,Gas Porosity
CAST_B1499,731.36,0.84,4.0,Al-Zn10,4.24,27.8,No Defect
CAST_B1500,729.05,1.03,4.0,Al-Zn10,3.93,22.6,No Defect
CAST_B1501,730.97,1.03,3.0,Al-Cu4,3.61,22.4,No Defect
CAST_B1502,729.86,1.01,4.0,Al-Zn10,2.8,15.2,No Defect
CAST_B1503,729.59,,3.0,Al-Si7Mg,3.57,27.3,No Defect
CAST_B1504,728.17,0.98,3.0,Al-Si7Mg,3.35,19.9,No Defect
CAST_B1505,,1.06,3.0,Al-Si7Mg,3.32,21.0,No Defect
CAST_B1506,729.82,1.0,4.0,Al-Si7Mg,4.32,26.5,No Defect
CAST_B1507,,0.91,3.0,Al-Si7Mg,3.98,,No Defect
CAST_B1508,729.04,0.99,3.0,Al-Zn10,4.3,19.3,No Defect
CAST_B1509,729.6,1.04,3.0,Al-Cu4,3.02,19.8,No Defect
CAST_B1510,729.16,0.9,4.0,Al-Zn10,4.4,18.7,No Defect
CAST_B1511,730.68,0.99,3.0,Al-Zn10,3.83,20.9,No Defect
CAST_B1512,728.56,1.04,3.0,Al-Zn10,3.28,18.8,No Defect
CAST_B1513,731.07,0.97,4.0,Al-Zn10,4.13,22.3,No Defect
CAST_B1514,729.99,0.97,3.0,Al-Cu4,3.2,21.9,No Defect
CAST_B1515,,1.21,2.0,Al-Si7Mg,4.53,21.6,Gas Porosity
CAST_B1516,730.15,1.05,4.0,Al-Cu4,2.66,28.5,No Defect
CAST_B1517,730.81,0.95,5.0,Al-Cu4,3.46,,No Defect
CAST_B1518,,1.03,1.0,Al-Cu4,7.08,10.3,Gas Porosity
,730.92,0.99,3.0,Al-Si7Mg,3.77,22.4,No Defect
CAST_B1520,731.26,1.07,3.0,Al-Cu4,3.26,,No Defect
CAST_B1521,729.51,1.02,4.0,Al-Cu4,3.62,23.9,No Defect
CAST_B1522,,2.1,1.0,Al-Si7Mg,3.62,28.2,Shrinkage Porosity
CAST_B1523,746.54,1.56,3.0,Al-Zn10,3.62,28.0,Shrinkage Porosity
CAST_B1524,727.67,1.01,4.0,Al-Zn10,3.49,20.1,No Defect
CAST_B1525,,0.92,4.0,Al-Si7Mg,4.27,18.7,No Defect
CAST_B1526,738.9,1.87,2.0,Al-Cu4,4.27,28.6,Shrinkage Porosity
CAST_B1527,,1.28,1.0,Al-Si7Mg,3.94,21.7,Gas Porosity
CAST_B1528,729.78,1.0,5.0,Al-Zn10,4.02,18.0,No Defect
CAST_B1529,,2.38,1.0,Al-Si7Mg,4.69,17.7,Hot Tear
CAST_B1530,729.47,1.03,4.0,Al-Si7Mg,3.76,17.4,No Defect
CAST_B1531,730.84,1.01,4.0,Al-Cu4,2.82,15.8,No Defect
CAST_B1532,730.72,0.96,4.0,Al-Si7Mg,3.88,17.5,No Defect
CAST_B1533,730.26,0.98,3.0,Al-Cu4,3.36,14.1,No Defect
CAST_B1534,729.0,0.95,5.0,Al-Si7Mg,2.81,12.6,No Defect
,729.36,1.05,4.0,Al-Si7Mg,3.69,19.2,No Defect
CAST_B1536,731.57,1.26,1.0,Al-Zn10,6.24,21.9,Gas Porosity
CAST_B1537,738.82,2.57,3.0,Al-Si7Mg,6.24,30.6,Shrinkage Porosity
CAST_B1538,728.21,0.96,3.0,Al-Cu4,3.49,22.0,No Defect
CAST_B1539,729.83,1.22,2.0,Al-Cu4,8.29,17.7,Gas Porosity
CAST_B1540,742.18,1.61,1.0,Al-Zn10,8.29,34.3,Shrinkage Porosity
CAST_B1541,748.4,2.33,2.0,Al-Zn10,4.97,18.8,Hot Tear
CAST_B1542,729.62,0.95,3.0,Al-Si7Mg,3.97,9.9,No Defect
CAST_B1543,739.77,1.52,5.0,Al-Si7Mg,3.97,26.0,Shrinkage Porosity
CAST_B1544,,1.8,1.0,Al-Si7Mg,3.97,32.3,Shrinkage Porosity
CAST_B1545,728.85,0.99,5.0,Al-Zn10,2.69,19.8,No Defect
CAST_B1546,729.65,0.99,3.0,Al-Si7Mg,2.66,20.9,No Defect
CAST_B1547,736.59,2.76,1.0,Al-Si7Mg,3.46,16.6,Hot Tear
CAST_B1548,730.21,1.03,4.0,Al-Cu4,3.03,21.1,No Defect
CAST_B1549,724.66,0.91,1.0,Al-Si7Mg,3.68,13.0,Gas Porosity
CAST_B1550,739.31,2.64,4.0,Al-Zn10,2.43,14.5,Hot Tear
CAST_B1551,728.84,0.95,5.0,Al-Si7Mg,3.72,18.8,No Defect
CAST_B1552,720.87,0.86,2.0,Al-Si7Mg,8.32,22.2,Gas Porosity
CAST_B1553,730.14,,3.0,Al-Cu4,3.39,29.4,No Defect
CAST_B1554,,0.97,4.0,Al-Cu4,2.86,21.2,No Defect
CAST_B1555,734.8,2.34,3.0,Al-Zn10,2.86,29.1,Shrinkage Porosity
CAST_B1556,730.82,1.04,4.0,Al-Cu4,3.67,24.3,No Defect
CAST_B1557,,1.07,4.0,Al-Si7Mg,3.64,19.7,No Defect
CAST_B1558,735.03,1.79,2.0,Al-Cu4,3.64,31.9,Shrinkage Porosity
CAST_B1559,728.98,1.02,5.0,Al-Cu4,2.95,25.5,No Defect
CAST_B1560,744.84,2.15,3.0,Al-Cu4,2.95,28.3,Shrinkage Porosity
CAST_B1561,744.08,2.09,1.0,Al-Zn10,2.95,29.7,Shrinkage Porosity
,729.78,0.96,4.0,Al-Cu4,3.2,19.2,No Defect
CAST_B1563,730.43,1.01,5.0,Al-Cu4,4.14,,No Defect
CAST_B1564,731.21,0.96,4.0,Al-Cu4,3.62,22.2,No Defect
CAST_B1565,729.8,1.04,4.0,Al-Cu4,3.05,18.1,No Defect
CAST_B1566,730.48,1.08,5.0,Al-Cu4,3.66,11.5,No Defect
CAST_B1567,,0.94,4.0,Al-Zn10,3.5,,No Defect
,729.68,0.96,4.0,Al-Si7Mg,2.93,17.9,No Defect
CAST_B1569,729.11,0.98,3.0,Al-Si7Mg,2.95,19.4,No Defect
CAST_B1570,730.41,1.01,4.0,Al-Zn10,4.05,,No Defect
CAST_B1571,730.47,0.97,5.0,Al-Si7Mg,3.5,18.8,No Defect
CAST_B1572,744.49,2.27,2.0,Al-Zn10,4.26,17.3,Hot Tear
CAST_B1573,741.09,2.04,3.0,Al-Si7Mg,4.26,22.9,Shrinkage Porosity
CAST_B1574,728.45,1.05,4.0,Al-Si7Mg,4.09,19.7,No Defect
CAST_B1575,726.4,1.0,5.0,Al-Si7Mg,4.49,7.1,No Defect
CAST_B1576,739.19,1.93,4.0,Al-Si7Mg,4.49,28.3,Shrinkage Porosity
,732.37,1.04,4.0,Al-Cu4,3.63,20.9,No Defect
