Household_ID,Location,Annual_Income_Lakhs,Annual_Expenditure_Lakhs
2974,Rural,32.08,18.76
3663,Urban,5.1,4.69
1731,Urban,18.25,18.96
3360,Rural,8.91,3.83
1805,Urban,17.43,15.54
2437,Urban,10.53,8.68
4146,Rural,16.74,10.37
3322,Urban,25.58,18.81
3882,Rural,17.73,9.14
3951,Urban,12.51,12.44
2079,Rural,21.26,10.1
2023,Rural,33.75,14.94
1369,Urban,19.62,19.34
2672,Urban,21.4,15.8
2076,Rural,9.66,5.25
4120,Rural,30.73,17.29
592,Rural,20.28,9.7
227,Rural,22.08,14.3
4955,Urban,9.15,7.15
4898,Urban,25.07,17.78
4008,Urban,21.93,13.54
4464,Urban,19.1,14.47
3164,Urban,18.91,17.36
1611,Rural,30.96,12.2
1951,Urban,27.33,19.12
2197,Urban,8.06,10.18
4539,Urban,5.05,7.49
3558,Urban,22.4,19.1
1858,Urban,12.53,10.53
539,Urban,20.37,16.18
882,Rural,23.43,15.13
3141,Urban,7.73,7.62
2386,Urban,14.09,13.08
3872,Urban,8.15,10.35
1992,Urban,11.46,12.71
3242,Urban,25.0,21.94
2377,Urban,20.35,16.44
1030,Rural,7.14,5.32
1329,Rural,18.47,7.2
1672,Rural,29.04,14.9
357,Urban,9.24,11.79
1156,Rural,5.01,2.62
4036,Rural,26.31,15.18
863,Urban,4.23,4.16
1553,Rural,22.16,11.33
3643,Urban,12.54,12.07
761,Urban,27.63,25.19
2399,Rural,,16.31
1416,Rural,17.17,7.01
3849,Rural,17.61,10.9
3224,Urban,31.83,23.73
1143,Rural,7.36,5.99
1328,Rural,16.67,8.58
240,,15.42,13.94
2535,Rural,30.05,17.03
1266,Urban,19.53,15.59
1919,Urban,23.08,15.67
2075,Rural,19.61,14.34
96,Urban,17.57,18.96
2800,,12.17,7.13
1947,Urban,8.23,9.48
1067,Urban,19.08,14.72
1598,Urban,11.81,12.54
4622,Rural,6.22,3.56
4722,Urban,18.33,14.94
2009,Urban,11.48,13.01
3833,Rural,26.33,16.54
707,Urban,,20.22
3208,Rural,5.81,3.32
2900,Urban,31.43,25.31
705,Urban,32.37,24.65
1051,Rural,19.92,11.93
2008,Rural,4.01,8.15
2430,Rural,24.64,15.95
4731,Urban,,12.83
3117,Rural,26.66,14.48
1413,Urban,30.55,24.49
4222,Rural,22.27,12.47
2169,Rural,12.13,8.0
4951,Urban,19.89,18.31
3556,Rural,25.07,15.25
1730,Rural,29.03,20.09
3698,Rural,22.27,17.68
4018,Rural,29.2,17.78
3969,Urban,21.71,17.7
4122,Urban,18.5,16.16
4725,Urban,8.29,4.3
3683,Rural,9.46,5.36
169,Urban,10.31,10.25
122,Rural,32.66,16.7
1184,Rural,34.07,19.14
4115,Rural,14.1,8.59
314,Rural,33.82,16.46
2905,Urban,5.37,9.08
4533,Urban,15.26,9.93
3007,Rural,27.45,13.56
4875,Urban,22.57,17.24
1203,Urban,32.52,24.98
2530,Rural,12.04,5.02
3728,Urban,10.66,9.14
2681,Urban,,21.66
541,Rural,7.31,3.56
942,Urban,11.26,12.2
3199,Urban,21.89,18.26
2752,Rural,25.33,14.64
2287,,20.89,9.39
651,Urban,26.99,17.54
2415,Urban,19.04,14.12
4527,Rural,31.62,15.88
4247,Urban,19.17,17.65
918,Rural,24.66,13.99
1296,Urban,31.32,19.73
2218,Urban,26.16,20.56
1178,Urban,9.3,7.27
805,Urban,15.73,16.93
383,Rural,12.09,9.16
3046,Rural,,7.48
4845,Urban,7.58,9.16
491,Urban,8.85,10.1
2120,Rural,21.73,15.95
2043,Urban,24.03,22.46
3269,Rural,22.96,12.76
4139,Rural,18.92,14.43
2618,Urban,27.08,22.79
2885,Urban,,11.51
3846,Rural,26.71,16.07
121,Rural,13.86,3.66
1262,Rural,30.4,16.49
4613,Urban,32.01,22.49
4676,Rural,21.98,10.27
374,Rural,28.24,14.84
2387,Urban,6.94,7.97
4681,Urban,19.76,16.55
3311,Rural,18.78,12.88
3350,Urban,24.05,17.91
3251,Urban,32.57,23.39
2654,Urban,29.18,18.58
3811,Rural,10.3,10.65
2734,Rural,29.11,13.0
3852,Urban,18.58,18.1
3899,Urban,6.33,11.26
838,Urban,16.74,13.56
4698,Urban,27.05,21.74
1190,Rural,8.51,4.6
2753,,7.97,8.01
3163,Urban,17.04,10.65
3687,Rural,13.79,7.18
4606,Rural,27.99,17.84
176,Urban,29.32,21.9
3139,Urban,20.71,16.75
4861,Rural,30.32,18.98
4760,Rural,21.84,13.65
2702,Rural,27.27,13.81
839,Urban,22.73,20.6
2940,Urban,18.74,14.05
2505,Urban,21.26,15.91
1778,Urban,18.06,18.01
1817,Urban,11.3,11.3
4544,Urban,18.54,12.25
3387,Urban,34.24,23.5
3099,Urban,17.66,16.18
2975,Urban,20.0,18.84
2436,Urban,31.8,22.95
2000,Urban,23.27,19.85
1856,Urban,14.14,14.58
2718,Rural,32.59,17.27
4853,Rural,5.73,2.0
1206,Rural,33.38,17.51
3527,Rural,17.77,3.74
4803,Rural,8.06,3.51
892,Rural,22.17,11.74
1985,Urban,30.12,23.16
4065,Rural,19.64,9.67
4689,Urban,15.88,10.31
4439,Rural,4.03,4.49
1972,Rural,22.65,10.37
2345,Rural,19.89,14.69
1916,Rural,9.36,6.59
3062,Urban,11.97,8.65
3404,Urban,20.69,12.06
1927,Urban,16.49,10.52
1514,Urban,28.77,20.45
1119,Urban,12.22,10.94
4517,Urban,,14.05
1588,Urban,5.52,9.7
554,Urban,,16.5
4752,Urban,7.3,5.65
267,Rural,13.02,11.5
209,Urban,30.96,24.79
788,Urban,29.41,24.41
362,Rural,11.05,10.46
3186,Urban,8.63,9.11
2634,Urban,34.49,26.33
2303,Urban,12.52,12.49
3307,Urban,9.54,10.62
461,Urban,28.8,22.59
1574,Rural,31.32,16.14
3732,Rural,27.04,14.36
3697,Rural,33.85,15.15
8,Rural,30.27,16.08
4107,Rural,8.49,6.96
4767,Rural,23.66,13.6
4872,Urban,20.02,17.31
1043,Urban,17.25,14.06
2347,Rural,18.1,7.89
2765,Urban,,20.02
4209,Urban,28.55,21.35
2747,Urban,9.31,13.51
1237,Rural,,13.1
1876,Urban,17.48,17.66
3573,Rural,12.89,5.62
4637,Urban,33.03,25.22
2166,Rural,5.61,4.2
1964,Urban,23.91,16.2
3470,Urban,4.47,9.19
3274,Urban,22.26,16.7
3275,Rural,20.14,12.89
4473,Urban,31.4,23.92
1569,Rural,15.98,8.12
4667,Urban,5.47,8.35
1138,Urban,32.93,26.45
1411,Urban,5.48,11.14
4693,Urban,16.19,12.07
962,Rural,33.36,18.45
794,Rural,32.39,17.46
329,Urban,17.63,14.08
774,Urban,26.3,22.17
1952,Urban,18.69,14.9
1914,Urban,,12.65
4460,Urban,14.59,13.05
515,Urban,7.29,7.22
1448,Rural,19.01,12.5
875,Urban,16.88,17.0
1064,Urban,21.76,16.6
2057,Urban,28.88,22.11
789,Urban,34.98,29.06
4313,Urban,25.96,15.25
1628,Urban,25.48,20.17
3955,Urban,14.52,11.58
1926,Urban,5.23,4.07
4021,Urban,12.45,12.9
2504,Rural,8.02,5.54
798,Urban,34.3,21.78
3633,Urban,5.08,5.79
1862,Rural,32.18,15.87
3870,Urban,14.86,10.75
388,Urban,33.98,22.34
4055,Rural,21.84,10.76
3020,Rural,31.72,16.79
1906,Urban,5.62,4.75
4572,Rural,7.17,2.99
259,Urban,16.93,15.03
2045,Rural,32.91,17.57
599,Urban,24.53,15.16
4642,Urban,19.53,14.27
3204,Rural,15.69,9.82
2398,Urban,31.75,26.2
1664,Urban,27.14,23.07
2992,Rural,11.08,7.99
2561,Rural,26.8,12.37
1839,Rural,8.94,7.82
1352,Urban,,19.39
1799,Urban,,10.63
1978,Urban,29.67,19.08
1533,Rural,32.71,17.29
3132,Rural,22.87,14.08
3714,Rural,17.22,8.28
4588,Urban,16.6,16.67
2932,Rural,27.85,15.99
898,Rural,14.4,10.49
3072,Rural,16.86,9.57
3410,Urban,15.78,11.21
3957,Rural,23.99,13.02
1607,Urban,8.0,8.56
1402,Urban,31.36,24.51
4937,Rural,18.66,8.8
2482,Rural,8.29,7.54
3865,,4.4,6.5
3667,Rural,,14.83
1678,Urban,11.85,12.62
2743,Urban,26.81,22.23
93,Rural,,19.71
4453,Rural,8.54,1.03
3916,Urban,18.97,16.79
3535,Urban,20.78,13.11
1376,Rural,5.22,0.38
3851,Urban,32.52,24.81
1788,Rural,28.96,12.93
64,Urban,14.16,13.97
3742,Rural,16.98,9.93
2766,Rural,23.37,13.17
3568,Rural,31.9,17.68
4782,Urban,16.18,14.02
776,Urban,15.63,15.19
1675,Rural,8.08,6.35
3892,Urban,29.79,24.88
2253,Rural,12.22,6.7
1725,Rural,22.48,10.28
1946,Urban,27.66,20.12
1219,Rural,15.57,9.12
2392,Urban,4.77,4.08
3506,Rural,26.73,16.01
4068,Rural,19.66,14.42
4285,Urban,,23.17
4111,Urban,33.24,22.72
1293,Urban,33.5,25.34
3146,Urban,4.69,8.53
4465,Rural,29.21,17.6
1407,Rural,,10.26
90,Urban,7.7,9.78
562,Urban,34.93,20.63
3036,Urban,7.07,6.1
532,Rural,8.14,5.41
1850,Rural,,6.92
2468,Urban,24.17,19.58
469,Urban,30.19,25.37
4469,,19.88,12.92
985,Rural,8.43,9.19
3831,Urban,14.63,10.72
779,Rural,29.51,17.1
229,Rural,8.7,5.49
3433,Rural,5.99,5.51
54,Rural,6.63,2.04
3161,Urban,33.85,21.95
577,Urban,24.16,18.8
2346,Rural,12.3,6.61
1199,Rural,10.49,6.96
2005,Urban,14.87,14.86
964,Urban,27.93,17.44
497,Urban,21.96,19.03
998,Urban,27.72,21.24
4842,Rural,34.74,21.88
3547,Urban,28.89,20.56
369,Urban,27.94,19.26
3983,Urban,23.76,17.59
1605,Urban,20.22,19.83
2569,Rural,29.44,18.67
311,Urban,14.41,13.89
1574,Rural,,16.14
4590,Rural,28.52,17.63
1622,Urban,16.6,17.92
3958,Urban,30.4,24.29
2691,Urban,,7.19
1248,Urban,28.72,20.27
4284,Urban,6.73,5.25
3942,Rural,16.09,7.59
225,Urban,16.4,13.17
336,Urban,33.29,25.55
2732,Urban,8.37,9.24
2710,Urban,,20.69
1197,Rural,11.55,4.75
2726,Urban,8.33,8.43
3463,Rural,12.38,5.97
876,Urban,12.01,8.45
221,Rural,13.3,10.43
3086,Rural,24.48,14.13
4645,Rural,15.67,8.03
4054,Urban,13.77,6.27
4935,Urban,13.41,13.04
4688,Urban,13.24,12.48
1969,Urban,24.47,19.44
2581,Urban,24.83,21.11
4574,Rural,5.59,4.61
3610,Rural,31.2,19.22
1887,Urban,10.41,10.63
59,Urban,21.3,16.96
1490,Urban,26.16,21.31
194,Rural,32.81,16.93
2970,Urban,31.75,24.24
3039,Urban,14.74,7.86
693,Urban,25.19,22.98
479,Rural,27.75,17.0
3624,Rural,30.3,14.82
105,Rural,13.78,10.95
4593,Urban,26.91,17.97
1421,Urban,34.64,23.89
4854,Urban,21.79,17.52
1523,Urban,28.57,21.73
2262,Rural,9.9,6.11
3782,Urban,30.59,21.78
3905,Rural,22.81,13.05
1801,Rural,,3.89
